Word,LFS,PLFS,RLP,HLT,WSA,OS,ODS,ExpectedGuesses
LOOFA,0.493,0.522,1.0,0.466,0.699,1.0,0.676,4.866
FEVER,0.523,0.51,1.0,0.269,0.442,0.117,0.481,4.184
GLOVE,0.609,0.604,0.0,0.67,0.438,0.212,0.441,4.044
TRIST,0.451,0.564,1.0,0.077,0.136,1.0,0.529,4.352
CREPS,0.439,0.425,0.0,0.595,0.206,1.0,0.444,4.054
PHEON,0.56,0.58,0.0,0.249,0.756,1.0,0.528,4.348
BERES,0.284,0.144,1.0,0.005,0.342,0.699,0.399,3.896
CORSO,0.422,0.437,1.0,0.098,0.17,0.606,0.452,4.082
SOFAR,0.391,0.452,0.0,0.259,0.237,1.0,0.39,3.865
REEZE,0.325,0.529,1.0,0.879,0.24,1.0,0.628,4.698
PISOS,0.356,0.391,1.0,0.422,0.801,0.687,0.584,4.544
LAMES,0.308,0.241,0.0,0.108,0.359,1.0,0.333,3.665
TRECK,0.584,0.623,0.0,0.209,0.15,1.0,0.443,4.05
BOABS,0.467,0.277,1.0,0.852,0.347,1.0,0.638,4.733
APPLY,0.64,0.676,1.0,0.708,0.616,0.013,0.612,4.642
GRATA,0.427,0.519,1.0,0.189,0.227,0.798,0.517,4.31
DAALS,0.308,0.243,1.0,0.714,0.282,1.0,0.563,4.47
SOYAS,0.265,0.28,1.0,0.742,0.591,1.0,0.608,4.628
AMOUR,0.499,0.645,0.0,0.282,0.329,0.569,0.398,3.893
GERNE,0.413,0.432,1.0,0.189,0.237,0.699,0.487,4.204
DUDES,0.473,0.342,1.0,0.445,0.665,0.59,0.575,4.512
NIFLE,0.568,0.646,0.0,0.663,0.351,1.0,0.541,4.394
AGAIN,0.446,0.577,1.0,0.319,0.23,0.007,0.431,4.008
SLURP,0.54,0.561,0.0,0.828,0.209,0.658,0.473,4.156
ULNAR,0.511,0.615,0.0,0.952,0.224,0.696,0.501,4.254
ETTIN,0.488,0.723,1.0,0.049,0.179,1.0,0.565,4.478
NOLES,0.336,0.222,0.0,0.116,0.651,0.878,0.364,3.774
GOBAR,0.554,0.543,0.0,0.617,0.396,1.0,0.522,4.327
BOHOS,0.526,0.413,1.0,0.751,1.0,1.0,0.756,5.146
KAWAS,0.43,0.4,1.0,0.834,0.82,1.0,0.716,5.006
RADGY,0.618,0.528,0.0,0.861,0.276,1.0,0.554,4.439
COATI,0.49,0.404,0.0,0.144,0.04,1.0,0.361,3.764
SCAIL,0.417,0.477,0.0,0.408,0.05,1.0,0.394,3.879
HELOT,0.507,0.554,0.0,0.115,0.408,1.0,0.438,4.033
MOTEL,0.493,0.374,0.0,0.174,0.429,0.109,0.286,3.501
TIDES,0.392,0.307,0.0,0.07,0.207,0.512,0.262,3.417
COVEN,0.606,0.435,0.0,0.181,0.425,0.679,0.41,3.935
JASEY,0.424,0.413,0.0,0.615,0.381,1.0,0.467,4.134
FLOWN,0.752,0.663,0.0,0.828,0.771,0.526,0.606,4.621
URUBU,0.735,0.762,1.0,0.762,0.33,1.0,0.762,5.167
KIDDO,0.686,0.694,1.0,0.788,0.829,0.696,0.773,5.206
NRTYA,0.531,0.71,0.0,0.85,0.25,1.0,0.554,4.439
PINNA,0.549,0.472,1.0,0.868,0.6,0.849,0.706,4.971
CURBS,0.611,0.362,0.0,0.872,0.238,0.66,0.473,4.156
BOTAS,0.404,0.288,0.0,0.293,0.339,0.871,0.37,3.795
CYCLE,0.642,0.645,1.0,0.836,0.21,0.034,0.569,4.492
YUGAS,0.524,0.507,0.0,0.907,0.658,1.0,0.592,4.572
UGALI,0.577,0.681,0.0,0.478,0.224,1.0,0.502,4.257
OPTER,0.461,0.598,0.0,0.242,0.285,1.0,0.434,4.019
LAVER,0.449,0.451,0.0,0.167,0.285,0.686,0.351,3.728
OUSTS,0.362,0.484,1.0,0.112,0.409,0.787,0.509,4.282
OOTID,0.537,0.548,1.0,0.301,0.376,1.0,0.618,4.663
EASEL,0.139,0.446,1.0,0.083,0.359,0.627,0.412,3.942
LEWIS,0.443,0.459,0.0,0.241,0.463,0.044,0.292,3.522
RENOS,0.305,0.338,0.0,0.087,0.348,1.0,0.342,3.697
PANED,0.471,0.261,0.0,0.061,0.236,0.831,0.326,3.641
CUNIT,0.689,0.499,0.0,0.422,0.13,1.0,0.48,4.18
MUILS,0.552,0.344,0.0,0.782,0.645,1.0,0.554,4.439
JEHUS,0.578,0.574,0.0,0.917,0.64,1.0,0.614,4.649
EBIKE,0.482,0.656,1.0,0.885,0.443,1.0,0.718,5.013
COTCH,0.733,0.541,1.0,0.387,0.316,1.0,0.67,4.845
UPPER,0.58,0.659,1.0,0.455,0.407,0.026,0.527,4.344
THEOR,0.476,0.604,0.0,0.019,0.289,0.679,0.358,3.753
UNAIS,0.404,0.462,0.0,0.797,0.194,1.0,0.469,4.142
IDIOT,0.565,0.698,1.0,0.289,0.277,0.216,0.513,4.296
MANES,0.318,0.123,0.0,0.016,0.353,0.693,0.257,3.399
SAWER,0.32,0.322,0.0,0.447,0.246,1.0,0.382,3.837
GAZOO,0.582,0.605,1.0,0.963,0.72,1.0,0.789,5.262
EDGED,0.504,0.65,1.0,0.462,0.701,0.545,0.63,4.705
PIKEY,0.632,0.427,0.0,0.9,0.714,1.0,0.614,4.649
MEECH,0.527,0.546,1.0,0.188,0.389,0.828,0.574,4.509
ADYTS,0.469,0.57,0.0,0.81,0.225,1.0,0.508,4.278
BOITE,0.492,0.367,0.0,0.384,0.106,0.69,0.355,3.742
IXIAS,0.461,0.499,1.0,0.922,0.581,1.0,0.716,5.006
ALIOS,0.317,0.402,0.0,0.152,0.468,1.0,0.383,3.84
PADLE,0.461,0.448,0.0,0.589,0.103,1.0,0.436,4.026
LOTAH,0.518,0.514,0.0,0.596,0.352,1.0,0.499,4.246
RAGAS,0.306,0.338,1.0,0.358,0.395,0.774,0.506,4.271
PUDUS,0.635,0.455,1.0,0.808,0.869,1.0,0.779,5.226
MEARE,0.272,0.403,1.0,0.015,0.219,1.0,0.464,4.124
GRAIP,0.562,0.551,0.0,0.612,0.137,1.0,0.486,4.201
QUACK,0.774,0.635,0.0,0.74,0.212,0.659,0.53,4.355
NOISE,0.316,0.466,0.0,0.335,0.229,0.04,0.24,3.34
LIVRE,0.541,0.621,0.0,0.795,0.196,0.641,0.473,4.156
PHEME,0.521,0.559,1.0,0.246,0.478,1.0,0.623,4.68
CHEST,0.488,0.61,0.0,0.009,0.114,0.074,0.243,3.351
LINED,0.518,0.403,0.0,0.021,0.469,0.172,0.289,3.512
AZLON,0.576,0.658,0.0,0.954,0.51,1.0,0.612,4.642
WAVES,0.451,0.307,0.0,0.291,0.381,0.091,0.273,3.456
ACHOO,0.519,0.77,1.0,0.332,0.305,1.0,0.641,4.744
VALVE,0.58,0.53,1.0,0.687,0.283,0.088,0.533,4.366
MAWKS,0.588,0.396,0.0,0.98,0.82,1.0,0.626,4.691
HYDRO,0.678,0.759,0.0,0.922,0.339,0.268,0.513,4.296
MUXED,0.718,0.522,0.0,0.97,0.69,1.0,0.657,4.8
ETUDE,0.436,0.708,1.0,0.502,0.134,0.675,0.562,4.467
SMITH,0.586,0.512,0.0,0.261,0.355,0.016,0.318,3.613
MENDS,0.465,0.341,0.0,0.113,0.551,0.825,0.391,3.868
PISCO,0.526,0.597,0.0,0.371,0.299,0.814,0.444,4.054
CILIA,0.515,0.499,1.0,0.398,0.197,0.694,0.547,4.414
ALGOS,0.401,0.511,0.0,0.781,0.519,1.0,0.522,4.327
NENES,0.271,0.242,1.0,0.02,0.622,1.0,0.5,4.25
KARMA,0.474,0.475,1.0,0.566,0.5,0.146,0.522,4.327
NEANT,0.403,0.499,1.0,0.016,0.227,1.0,0.512,4.292
VISIE,0.434,0.595,1.0,0.233,0.262,1.0,0.572,4.502
VOLAR,0.524,0.506,0.0,0.5,0.293,1.0,0.476,4.166
BURRO,0.599,0.493,1.0,0.53,0.328,0.692,0.606,4.621
DOETH,0.542,0.485,0.0,0.42,0.319,0.697,0.424,3.984
ECRUS,0.423,0.509,0.0,0.596,0.16,1.0,0.446,4.061
DEKES,0.354,0.325,1.0,0.532,0.624,1.0,0.611,4.639
SEEPY,0.342,0.409,1.0,0.658,0.606,1.0,0.636,4.726
FACTS,0.524,0.372,0.0,0.433,0.318,0.028,0.304,3.564
POURS,0.492,0.311,0.0,0.226,0.334,0.654,0.352,3.732
GAMBO,0.631,0.588,0.0,0.722,0.72,1.0,0.612,4.642
MENSA,0.318,0.497,0.0,0.108,0.288,0.674,0.315,3.602
SWEPT,0.511,0.568,0.0,0.786,0.37,0.383,0.444,4.054
OAFOS,0.374,0.463,1.0,0.734,0.674,1.0,0.674,4.859
SHOCK,0.629,0.543,0.0,0.561,0.37,0.067,0.388,3.858
ROAMS,0.352,0.289,0.0,0.644,0.129,0.707,0.353,3.736
POTTS,0.499,0.295,1.0,0.382,0.538,0.607,0.548,4.418
PIKER,0.555,0.463,0.0,0.688,0.442,0.823,0.501,4.254
TINGS,0.554,0.374,0.0,0.123,0.31,0.696,0.364,3.774
FOUNT,0.695,0.526,0.0,0.141,0.268,0.696,0.418,3.963
DAUNT,0.58,0.495,0.0,0.427,0.195,1.0,0.463,4.12
BATTU,0.602,0.486,1.0,0.425,0.333,1.0,0.637,4.73
LICIT,0.63,0.618,1.0,0.189,0.141,0.846,0.577,4.52
CIDER,0.528,0.462,0.0,0.219,0.163,0.527,0.338,3.683
FORDS,0.538,0.302,0.0,0.347,0.344,0.67,0.384,3.844
PALMS,0.476,0.288,0.0,0.714,0.748,0.32,0.429,4.002
WHEEP,0.564,0.55,1.0,0.323,0.776,1.0,0.688,4.908
COPES,0.423,0.242,0.0,0.16,0.412,0.691,0.332,3.662
WHELM,0.688,0.678,0.0,0.547,0.699,1.0,0.611,4.639
USNEA,0.301,0.562,0.0,0.405,0.19,1.0,0.399,3.896
STAID,0.403,0.458,0.0,0.249,0.064,0.69,0.32,3.62
DOSAI,0.352,0.521,0.0,0.488,0.558,1.0,0.473,4.156
PATKA,0.507,0.471,1.0,0.893,0.515,1.0,0.709,4.982
GAMAS,0.383,0.329,1.0,0.347,0.82,1.0,0.62,4.67
DROME,0.494,0.558,0.0,0.319,0.198,0.695,0.389,3.862
LICKS,0.597,0.493,0.0,0.519,0.324,0.588,0.438,4.033
ALDEA,0.303,0.529,1.0,0.176,0.176,1.0,0.508,4.278
SNOWY,0.595,0.527,0.0,0.917,0.761,0.539,0.56,4.46
QUODS,0.635,0.48,0.0,0.936,0.867,1.0,0.651,4.778
WAKER,0.506,0.466,0.0,0.516,0.32,0.689,0.425,3.988
SYPHS,0.53,0.493,1.0,0.967,0.817,1.0,0.774,5.209
STUMM,0.62,0.626,1.0,0.603,0.411,1.0,0.701,4.954
CHORE,0.525,0.532,0.0,0.039,0.241,0.651,0.351,3.728
SILTS,0.361,0.257,1.0,0.392,0.377,1.0,0.544,4.404
TOPEE,0.369,0.372,1.0,0.286,0.258,1.0,0.53,4.355
ZEINS,0.474,0.406,0.0,0.492,0.494,1.0,0.477,4.17
LIKIN,0.654,0.647,1.0,0.535,0.641,1.0,0.737,5.079
TOPIC,0.647,0.563,0.0,0.345,0.171,0.007,0.325,3.638
WAVED,0.605,0.467,0.0,0.361,0.263,0.619,0.408,3.928
WORSE,0.384,0.444,0.0,0.193,0.23,0.064,0.236,3.326
ANEAR,0.247,0.583,1.0,0.017,0.138,1.0,0.472,4.152
RAYAH,0.467,0.545,1.0,0.811,0.459,1.0,0.689,4.912
CLIPE,0.569,0.538,0.0,0.588,0.169,1.0,0.486,4.201
TELOI,0.427,0.531,0.0,0.355,0.214,1.0,0.422,3.977
THESP,0.482,0.65,0.0,0.012,0.277,1.0,0.411,3.938
DUSTS,0.445,0.438,1.0,0.312,0.413,0.686,0.539,4.386
POOCH,0.677,0.467,1.0,0.505,0.509,0.674,0.642,4.747
LUNTS,0.539,0.378,0.0,0.388,0.327,1.0,0.449,4.072
VINNY,0.762,0.544,1.0,0.524,0.815,0.659,0.722,5.027
PURDA,0.581,0.481,0.0,0.618,0.336,1.0,0.51,4.285
ZONDA,0.611,0.558,0.0,0.505,0.673,1.0,0.563,4.47
WIDEN,0.607,0.532,0.0,0.231,0.536,0.586,0.434,4.019
JONTY,0.742,0.478,0.0,0.367,0.425,1.0,0.526,4.341
MOSED,0.407,0.376,0.0,0.227,0.689,1.0,0.446,4.061
HUSSY,0.514,0.628,1.0,0.793,0.78,0.757,0.722,5.027
ESCAR,0.282,0.746,0.0,0.107,0.21,1.0,0.38,3.83
APPAY,0.528,0.641,1.0,0.662,0.703,1.0,0.733,5.066
TONIC,0.612,0.462,0.0,0.055,0.155,0.564,0.338,3.683
TAVAH,0.554,0.53,1.0,0.808,0.498,1.0,0.714,4.999
BUDOS,0.578,0.444,0.0,0.754,0.866,1.0,0.604,4.614
CURES,0.423,0.184,0.0,0.117,0.172,0.554,0.26,3.41
RETIA,0.332,0.535,0.0,0.062,0.036,1.0,0.328,3.648
MAILE,0.406,0.366,0.0,0.239,0.114,0.685,0.312,3.592
UNDEE,0.443,0.597,1.0,0.183,0.335,1.0,0.578,4.523
QUOIS,0.58,0.441,0.0,0.915,0.781,1.0,0.616,4.656
VANGS,0.56,0.365,0.0,0.42,0.745,1.0,0.52,4.32
KYTES,0.491,0.419,0.0,0.691,0.414,1.0,0.501,4.254
RENDS,0.388,0.36,0.0,0.054,0.233,1.0,0.344,3.704
TAIGA,0.438,0.444,1.0,0.504,0.235,0.689,0.54,4.39
ABETS,0.329,0.46,0.0,0.355,0.079,1.0,0.366,3.781
LICHT,0.71,0.679,0.0,0.312,0.226,0.668,0.46,4.11
POTAE,0.38,0.393,0.0,0.706,0.077,1.0,0.421,3.974
FUNKS,0.689,0.412,0.0,0.883,0.816,1.0,0.639,4.736
REPAS,0.276,0.4,0.0,0.166,0.255,1.0,0.342,3.697
SICHT,0.591,0.554,0.0,0.324,0.185,0.712,0.414,3.949
MOBES,0.437,0.25,0.0,0.371,0.796,1.0,0.472,4.152
CEORL,0.465,0.494,0.0,0.43,0.217,1.0,0.437,4.03
TORTE,0.419,0.355,1.0,0.026,0.173,0.694,0.442,4.047
SNARL,0.364,0.482,0.0,0.942,0.254,0.691,0.446,4.061
MIGHT,0.768,0.646,0.0,0.712,0.437,0.008,0.462,4.117
GENAS,0.336,0.312,0.0,0.666,0.326,1.0,0.43,4.005
WASHY,0.58,0.566,0.0,0.709,0.82,0.699,0.564,4.474
ETATS,0.267,0.459,1.0,0.1,0.22,0.675,0.435,4.022
BOINK,0.691,0.445,0.0,0.655,0.672,0.86,0.568,4.488
PEROG,0.523,0.456,0.0,0.236,0.471,1.0,0.455,4.093
CODEN,0.542,0.407,0.0,0.146,0.296,0.65,0.36,3.76
CROWN,0.687,0.606,0.0,0.705,0.341,0.06,0.429,4.002
MOITY,0.643,0.383,0.0,0.573,0.315,1.0,0.501,4.254
HELOS,0.386,0.391,0.0,0.167,0.671,1.0,0.431,4.008
MURKY,0.774,0.471,0.0,0.93,0.391,0.655,0.561,4.464
GAITT,0.553,0.428,1.0,0.425,0.205,1.0,0.597,4.59
DANCE,0.477,0.433,0.0,0.166,0.067,0.02,0.222,3.277
GRAIL,0.517,0.534,0.0,0.421,0.089,0.592,0.375,3.812
DEADS,0.332,0.33,1.0,0.294,0.109,1.0,0.493,4.226
MIVVY,0.888,0.642,1.0,0.997,0.933,1.0,0.908,5.678
FUGIO,0.726,0.652,0.0,0.781,0.829,1.0,0.671,4.848
URSID,0.51,0.686,0.0,0.295,0.248,1.0,0.462,4.117
BURIN,0.668,0.469,0.0,0.149,0.289,0.865,0.433,4.016
MIMSY,0.615,0.565,1.0,0.826,0.831,1.0,0.787,5.254
LOTUS,0.481,0.399,0.0,0.381,0.406,0.102,0.313,3.596
FRONS,0.513,0.415,0.0,0.171,0.384,1.0,0.424,3.984
DURST,0.532,0.53,0.0,0.284,0.071,0.668,0.366,3.781
DEVIS,0.489,0.45,0.0,0.285,0.516,0.833,0.435,4.022
PARAE,0.282,0.283,1.0,0.601,0.232,1.0,0.538,4.383
MANDS,0.476,0.279,0.0,0.107,0.588,0.797,0.385,3.848
SARIN,0.344,0.292,0.0,0.027,0.118,0.682,0.254,3.389
ETHIC,0.587,0.83,0.0,0.048,0.086,0.57,0.377,3.82
WHIRS,0.595,0.468,0.0,0.488,0.386,1.0,0.5,4.25
BRIBE,0.571,0.53,1.0,0.669,0.264,0.642,0.608,4.628
RORTY,0.554,0.375,1.0,0.189,0.231,0.699,0.513,4.296
NYMPH,0.823,0.781,0.0,0.911,0.86,0.637,0.684,4.894
BILLY,0.707,0.48,1.0,0.536,0.808,0.074,0.611,4.639
GIGHE,0.661,0.634,1.0,0.47,0.455,1.0,0.699,4.946
KALIF,0.637,0.52,0.0,0.593,0.553,1.0,0.559,4.456
BREDS,0.443,0.415,0.0,0.328,0.225,1.0,0.406,3.921
CUTEY,0.622,0.404,0.0,0.545,0.195,0.856,0.456,4.096
MINCY,0.75,0.497,0.0,0.466,0.431,1.0,0.547,4.414
MODOC,0.652,0.566,1.0,0.638,0.416,0.682,0.658,4.803
ALLIN,0.494,0.585,1.0,0.027,0.447,0.686,0.535,4.373
YESES,0.179,0.348,1.0,0.111,0.699,1.0,0.518,4.313
DWALM,0.674,0.619,0.0,0.821,0.332,1.0,0.584,4.544
BALMS,0.496,0.303,0.0,0.773,0.748,0.684,0.5,4.25
YUCCA,0.682,0.729,1.0,0.927,0.355,0.625,0.716,5.006
CYDER,0.594,0.559,0.0,0.68,0.202,1.0,0.515,4.302
LOPED,0.525,0.443,0.0,0.305,0.626,1.0,0.487,4.204
KAGUS,0.546,0.447,0.0,0.825,0.654,1.0,0.575,4.512
SMEEK,0.365,0.425,1.0,0.757,0.661,1.0,0.668,4.838
YLEMS,0.466,0.537,0.0,0.722,0.682,1.0,0.558,4.453
PEAGS,0.371,0.287,0.0,0.539,0.265,1.0,0.406,3.921
COMPS,0.592,0.382,0.0,0.55,0.538,0.619,0.461,4.114
NOBLY,0.689,0.569,0.0,0.666,0.788,0.698,0.58,4.53
COCOA,0.511,0.529,1.0,0.437,0.403,0.281,0.525,4.338
PEDON,0.535,0.564,0.0,0.155,0.57,1.0,0.477,4.17
HITHE,0.595,0.607,1.0,0.007,0.208,1.0,0.572,4.502
ETROG,0.48,0.671,0.0,0.362,0.276,1.0,0.466,4.131
DUMPS,0.652,0.489,0.0,0.859,0.874,0.584,0.584,4.544
MAGIC,0.645,0.534,0.0,0.395,0.281,0.027,0.347,3.714
BENDY,0.649,0.464,0.0,0.377,0.584,0.73,0.486,4.201
SEELY,0.297,0.377,1.0,0.275,0.584,0.692,0.513,4.296
SPAWN,0.529,0.542,0.0,0.852,0.442,0.51,0.484,4.194
OXIDS,0.58,0.539,0.0,0.957,0.752,1.0,0.632,4.712
HAKUS,0.542,0.449,0.0,0.875,0.654,1.0,0.582,4.537
GRADS,0.453,0.398,0.0,0.515,0.131,0.622,0.363,3.77
ABACS,0.389,0.452,1.0,0.748,0.117,1.0,0.595,4.582
FOCUS,0.615,0.436,0.0,0.562,0.436,0.015,0.371,3.798
HIDES,0.449,0.349,0.0,0.146,0.568,0.532,0.352,3.732
HAYED,0.522,0.46,0.0,0.454,0.263,1.0,0.457,4.1
STONY,0.508,0.479,0.0,0.111,0.396,0.51,0.351,3.728
SLIMS,0.404,0.336,1.0,0.726,0.676,0.691,0.615,4.652
TONKA,0.536,0.465,0.0,0.564,0.281,0.67,0.431,4.008
IDENT,0.52,0.718,0.0,0.095,0.146,0.625,0.368,3.788
TANSU,0.426,0.48,0.0,0.151,0.129,1.0,0.37,3.795
WHIRR,0.682,0.634,1.0,0.667,0.41,1.0,0.727,5.044
GLIKE,0.605,0.564,0.0,0.854,0.364,1.0,0.569,4.492
VOTES,0.429,0.279,0.0,0.286,0.454,0.031,0.265,3.428
SIGRI,0.49,0.537,1.0,0.401,0.294,1.0,0.607,4.624
CADES,0.348,0.216,0.0,0.114,0.073,0.75,0.26,3.41
LAYED,0.462,0.449,0.0,0.476,0.228,0.685,0.391,3.868
SNAIL,0.375,0.463,0.0,0.931,0.169,0.544,0.41,3.935
FYKES,0.574,0.452,0.0,0.953,0.756,1.0,0.618,4.663
OUSIA,0.346,0.643,0.0,0.241,0.558,1.0,0.453,4.085
NEVUS,0.513,0.526,0.0,0.89,0.563,0.716,0.532,4.362
WINGS,0.641,0.427,0.0,0.281,0.789,0.062,0.394,3.879
TOILE,0.427,0.395,0.0,0.323,0.088,0.661,0.327,3.644
JUNTA,0.66,0.585,0.0,0.452,0.249,0.644,0.454,4.089
CHAIR,0.564,0.522,0.0,0.371,0.094,0.025,0.293,3.526
REGIA,0.393,0.58,0.0,0.45,0.122,0.691,0.375,3.812
LAVVY,0.75,0.6,1.0,0.996,0.815,1.0,0.849,5.472
FATTY,0.64,0.463,1.0,0.459,0.499,0.186,0.551,4.428
BIPPY,0.797,0.591,1.0,0.938,0.933,1.0,0.869,5.542
HOODY,0.661,0.48,1.0,0.749,0.889,0.642,0.729,5.052
BUNCO,0.723,0.555,0.0,0.419,0.363,0.873,0.512,4.292
ZUPAN,0.698,0.689,0.0,0.858,0.683,0.865,0.639,4.736
SPEND,0.465,0.526,0.0,0.169,0.487,0.037,0.299,3.546
PHUBS,0.696,0.487,0.0,0.954,0.896,1.0,0.675,4.863
SLUSE,0.284,0.506,1.0,0.612,0.242,1.0,0.575,4.512
DWINE,0.607,0.578,0.0,0.354,0.323,1.0,0.49,4.215
PIETY,0.567,0.447,0.0,0.536,0.324,0.648,0.435,4.022
PYRUS,0.586,0.406,0.0,0.932,0.347,0.849,0.527,4.344
MOGUE,0.584,0.525,0.0,0.834,0.405,1.0,0.561,4.464
GLOWS,0.603,0.487,0.0,0.81,0.878,0.671,0.578,4.523
KUTCH,0.827,0.684,0.0,0.895,0.238,0.828,0.604,4.614
NGANA,0.476,0.626,1.0,0.683,0.514,1.0,0.692,4.922
PITON,0.606,0.544,0.0,0.108,0.299,1.0,0.444,4.054
SPALT,0.433,0.476,0.0,0.443,0.327,1.0,0.445,4.058
QIPAO,0.603,0.679,0.0,0.993,0.666,1.0,0.651,4.778
PAKKA,0.573,0.531,1.0,0.983,0.901,1.0,0.806,5.321
REDLY,0.543,0.559,0.0,0.414,0.248,1.0,0.469,4.142
FURZY,0.855,0.542,0.0,0.995,0.391,1.0,0.653,4.786
ARHAT,0.423,0.658,1.0,0.358,0.072,1.0,0.569,4.492
FUMER,0.621,0.502,0.0,0.407,0.423,1.0,0.505,4.268
ADDIN,0.564,0.708,1.0,0.324,0.572,0.693,0.636,4.726
CARDY,0.605,0.373,0.0,0.582,0.213,0.854,0.455,4.093
ZOOEA,0.395,0.403,1.0,0.892,0.278,1.0,0.635,4.722
CLEGS,0.49,0.442,0.0,0.705,0.297,1.0,0.489,4.212
DHALS,0.48,0.398,0.0,0.601,0.303,1.0,0.465,4.128
DESHI,0.449,0.644,0.0,0.128,0.532,1.0,0.458,4.103
MEANY,0.483,0.407,0.0,0.173,0.285,0.696,0.355,3.742
LENOS,0.336,0.358,0.0,0.159,0.598,1.0,0.401,3.904
CINES,0.416,0.202,0.0,0.045,0.277,1.0,0.333,3.665
SNEAP,0.317,0.514,0.0,0.511,0.335,1.0,0.433,4.016
BUSTI,0.573,0.589,0.0,0.169,0.325,1.0,0.456,4.096
BELTS,0.441,0.317,0.0,0.423,0.371,0.177,0.303,3.56
WEANS,0.361,0.339,0.0,0.119,0.259,1.0,0.348,3.718
GLOBE,0.574,0.596,0.0,0.752,0.438,0.069,0.422,3.977
DECAD,0.502,0.561,1.0,0.215,0.152,1.0,0.565,4.478
TINKS,0.558,0.367,0.0,0.409,0.31,1.0,0.452,4.082
BALLY,0.615,0.399,1.0,0.362,0.811,0.617,0.632,4.712
YOKES,0.441,0.347,0.0,0.519,0.796,0.696,0.464,4.124
ONSEN,0.347,0.611,1.0,0.026,0.719,0.724,0.549,4.422
LOVER,0.514,0.471,0.0,0.204,0.427,0.108,0.31,3.585
IDDAT,0.556,0.761,1.0,0.489,0.226,1.0,0.66,4.81
TERRY,0.479,0.424,1.0,0.238,0.226,0.072,0.414,3.949
POGEY,0.601,0.352,0.0,0.676,0.816,1.0,0.577,4.52
PLANH,0.619,0.517,0.0,0.519,0.469,1.0,0.531,4.358
LOTTE,0.45,0.476,1.0,0.225,0.248,0.684,0.507,4.274
CLIES,0.406,0.255,0.0,0.241,0.186,1.0,0.354,3.739
FEMES,0.382,0.3,1.0,0.183,0.699,1.0,0.573,4.506
DEEDY,0.486,0.514,1.0,0.478,0.661,1.0,0.669,4.842
ACNES,0.324,0.317,0.0,0.601,0.064,1.0,0.378,3.823
RUBLI,0.658,0.66,0.0,0.719,0.189,1.0,0.55,4.425
LOLOS,0.401,0.338,1.0,0.407,0.884,1.0,0.645,4.758
RAPES,0.276,0.243,0.0,0.203,0.253,0.636,0.269,3.442
MANSE,0.318,0.396,0.0,0.055,0.242,0.698,0.288,3.508
WIPED,0.642,0.526,0.0,0.465,0.629,0.554,0.487,4.204
SABHA,0.398,0.481,1.0,0.867,0.713,0.664,0.658,4.803
GAMER,0.459,0.399,0.0,0.184,0.32,0.318,0.298,3.543
AFEAR,0.322,0.61,1.0,0.438,0.158,1.0,0.561,4.464
ADRAW,0.484,0.583,1.0,0.724,0.315,1.0,0.664,4.824
OUTTA,0.489,0.626,1.0,0.275,0.31,0.563,0.538,4.383
SLAPS,0.312,0.305,1.0,0.8,0.45,0.673,0.562,4.467
TARKA,0.431,0.411,1.0,0.636,0.294,0.861,0.588,4.558
GOYLE,0.555,0.553,0.0,0.879,0.445,1.0,0.57,4.495
TOMIA,0.484,0.506,0.0,0.278,0.237,1.0,0.424,3.984
MISDO,0.51,0.611,0.0,0.626,0.782,1.0,0.58,4.53
SAYEE,0.185,0.284,1.0,0.601,0.252,1.0,0.517,4.31
POPSY,0.586,0.505,1.0,0.833,0.868,1.0,0.777,5.22
WATCH,0.707,0.585,0.0,0.424,0.349,0.011,0.382,3.837
RIPED,0.522,0.483,0.0,0.345,0.316,1.0,0.452,4.082
BATHS,0.512,0.35,0.0,0.41,0.484,0.175,0.341,3.694
TAILS,0.368,0.255,0.0,0.416,0.2,0.437,0.288,3.508
DINNA,0.539,0.519,1.0,0.773,0.568,1.0,0.714,4.999
CONIN,0.62,0.429,1.0,0.019,0.367,1.0,0.577,4.52
BUNYA,0.654,0.564,0.0,0.817,0.683,0.87,0.604,4.614
SKOOL,0.469,0.539,1.0,0.898,0.825,0.623,0.7,4.95
KHORS,0.546,0.478,0.0,0.607,0.447,1.0,0.516,4.306
HULKS,0.654,0.447,0.0,0.963,0.796,1.0,0.644,4.754
LACET,0.435,0.42,0.0,0.194,0.218,1.0,0.384,3.844
LAZES,0.372,0.301,0.0,0.778,0.359,1.0,0.459,4.107
SEAMS,0.189,0.226,1.0,0.338,0.254,0.571,0.406,3.921
SLYLY,0.59,0.567,1.0,0.889,0.782,0.7,0.738,5.083
JOINS,0.555,0.352,0.0,0.573,0.65,0.179,0.402,3.907
DOATS,0.375,0.25,0.0,0.417,0.146,1.0,0.366,3.781
PROKE,0.527,0.501,0.0,0.563,0.305,1.0,0.487,4.204
KINGY,0.785,0.558,0.0,0.544,0.837,1.0,0.637,4.73
RANNY,0.539,0.401,1.0,0.462,0.415,1.0,0.626,4.691
RAKER,0.386,0.423,1.0,0.366,0.3,0.878,0.542,4.397
SWOUN,0.577,0.557,0.0,0.594,0.649,1.0,0.564,4.474
GULAR,0.565,0.536,0.0,0.483,0.264,1.0,0.484,4.194
SEDUM,0.484,0.544,0.0,0.42,0.513,0.697,0.447,4.064
OPERA,0.346,0.689,0.0,0.152,0.176,0.055,0.247,3.364
