Word,OS
TWIGS,0.663
EQUID,1.0
FOXIE,1.0
STONE,0.024
TRUNK,0.091
MBRET,1.0
BREYS,1.0
FARER,1.0
HATED,0.315
TITUP,1.0
SLEDS,0.677
ABBEY,0.237
GLAMP,1.0
BLUDY,1.0
DIVEY,1.0
RHYNE,0.694
MANED,1.0
OHIAS,1.0
BRAIL,1.0
VISTO,0.68
FULLS,1.0
GONAD,0.717
SPRAD,1.0
NOYAU,1.0
AROHA,0.894
DARGA,1.0
MOTTO,0.511
VENTI,0.696
URNED,1.0
LIVES,0.023
NIESS,1.0
NESTS,0.59
MECKS,1.0
YACHT,0.169
KIBEI,1.0
WREST,0.691
BOSEY,1.0
BUZZY,0.697
GANKS,1.0
LAUGH,0.102
ABUNA,1.0
WHEEL,0.039
KEPIS,1.0
BEGAT,0.69
SENES,1.0
SEDAN,0.21
MONPE,1.0
GHUSL,1.0
GAMPS,1.0
COOST,1.0
PLUME,0.577
DOPAS,1.0
ANISE,0.676
STUDE,0.895
HUHUS,1.0
KAMIK,0.693
UNSOD,1.0
AIZLE,1.0
BEATS,0.157
PHYLE,1.0
NYUSE,1.0
REMIX,0.14
REWON,1.0
GLIFT,1.0
HIKES,0.554
CHIRM,1.0
PARKS,0.038
BROOK,0.165
BITOS,1.0
PUSHY,0.684
EREVS,1.0
POUND,0.073
MORGY,1.0
SONLY,1.0
MOGAR,1.0
HYMEN,0.675
LUGER,0.687
RELIT,1.0
QURAN,0.555
GLOST,1.0
REFAN,1.0
DARCY,0.598
STUMP,0.568
MELAS,0.843
NEEDS,0.008
LAMAS,0.686
MISGO,1.0
WEENS,1.0
BUNDE,1.0
RATCH,1.0
MYOPS,1.0
CREEP,0.52
ALDER,0.608
KOAPS,1.0
MUSIC,0.002
DRUXY,1.0
MOONY,0.826
STETS,1.0
TIGES,1.0
TROLL,0.481
FLECK,0.663
OUTED,0.694
ABCEE,1.0
BUTYL,0.629
GOLES,1.0
WIRRI,1.0
ROWTS,1.0
RYOTS,1.0
BEGAD,1.0
GIPSY,0.67
YEVES,1.0
SPICE,0.14
SCRAW,1.0
TEERS,1.0
MIRLS,1.0
STOAS,1.0
CLUES,0.335
KAVAL,1.0
DRACK,1.0
FLICK,0.449
JUKES,0.698
MATHE,0.698
RISKY,0.415
JACAL,1.0
MALVA,0.862
CLOUT,0.643
WEEDS,0.38
NATIS,1.0
KOINE,1.0
FLUID,0.077
FUNNY,0.029
PENKS,1.0
LATHE,0.598
DEOXY,0.689
SAKIS,1.0
MISAL,1.0
SKIVE,1.0
NICHT,0.362
STOWN,1.0
GRASP,0.306
ZUPPA,1.0
FLATS,0.204
PADRE,0.591
HEWER,1.0
VOMER,1.0
CAROM,1.0
STERN,0.215
NONCE,0.67
FORTE,0.522
TRIMS,0.598
ROACH,0.331
BAGSY,1.0
TOAZE,1.0
SPIKS,1.0
DARBS,1.0
NICEY,1.0
SIGIL,0.698
BRUSK,1.0
ABLER,1.0
SEELS,1.0
TYERS,0.7
SHAWN,0.215
ORIGO,0.732
RESET,0.1
MECCA,0.574
TUBAS,0.728
PLUOT,1.0
FATWA,0.674
DERRO,1.0
WORLD,0.002
GESSE,1.0
MINUS,0.142
GUANO,0.69
NANTI,1.0
GYRAL,1.0
SLEBS,1.0
COMMY,1.0
GAINS,0.099
POTCH,1.0
TRYPS,1.0
SEINE,0.592
TIMES,0.005
BOMOH,1.0
OVERT,0.619
TRASH,0.141
PUTER,0.665
DECAY,0.202
IGGED,1.0
BUCKU,1.0
BIOTA,0.665
PORTA,0.614
LUSKS,1.0
SKERM,1.0
GLITZ,0.672
STAYS,0.18
WHOOT,1.0
LINGS,0.844
BALUT,1.0
BURLY,0.684
HOING,1.0
DOGAN,0.787
VACUI,1.0
SNIRT,1.0
NAMED,0.029
LEAVY,1.0
SCOOT,0.682
OVERS,0.59
EYRIE,0.87
MARAL,1.0
RONUK,1.0
VIBES,0.598
TATTY,0.697
LOXES,1.0
GUGAS,1.0
SCUTS,1.0
IKANS,1.0
TONDO,1.0
FAENA,1.0
ZHUSH,1.0
ELMEN,1.0
NISUS,0.698
FABLE,0.534
PASAR,0.697
RATOS,1.0
JOUST,0.694
GALAX,0.692
ADATS,1.0
CAMEL,0.091
GLIMS,1.0
WULLS,1.0
TRYST,0.689
CREES,0.781
KOJIS,1.0
VAREC,1.0
CUZES,1.0
CUSSO,1.0
RAHUI,1.0
MEINY,1.0
STRUM,0.688
BELLS,0.211
REUPS,1.0
NABKS,1.0
PIPIS,1.0
WAGGA,0.633
QUAYS,0.684
SOFTS,0.693
TABES,1.0
BARER,0.755
YELKS,1.0
GNAWS,1.0
SMALM,1.0
CHEEK,0.373
OCREA,1.0
BIGAE,1.0
REMEX,1.0
MIXER,0.18
GRUND,0.694
VUGHY,1.0
FORAY,0.658
SHENG,0.647
RINGE,0.689
WESTS,0.698
DEFER,0.583
ENFIX,1.0
ELFIN,0.693
LYSED,0.7
CAULD,1.0
SCREW,0.122
MUNGY,1.0
COWAL,1.0
TROVE,0.637
VIRGE,0.752
OUTEN,1.0
CHOWK,0.693
ALANE,1.0
GEYER,0.685
LYRIC,0.143
KHANS,1.0
MERSK,1.0
NIDOR,1.0
TUNED,0.266
FRAIM,1.0
MTEPE,1.0
WINNS,1.0
SAVIN,0.679
GAUGE,0.1
PLOWS,0.689
PHESE,1.0
LOSEN,1.0
WIRED,0.119
PUERS,1.0
SCREE,0.695
RUTTY,1.0
APNEA,0.61
SYCES,1.0
KILTY,1.0
LIVEN,0.688
GALUT,1.0
PUHAS,1.0
RYMME,1.0
WAIVE,0.522
POODS,1.0
BROCH,0.788
GOALS,0.027
CULMS,1.0
NAZES,1.0
ELDIN,1.0
SCANT,0.653
MATIN,0.689
BIDDY,0.696
SUGAR,0.045
TIMED,0.336
VARIX,1.0
SHOTT,1.0
NANTS,1.0
WROOT,1.0
SYLPH,1.0
PURGA,1.0
DEBTS,0.235
TENET,0.623
MOORY,1.0
DOCOS,1.0
CULEX,0.7
SEPTA,0.689
PILER,1.0
JAGAS,1.0
GNOME,0.079
HARNS,1.0
ELVER,1.0
ORDOS,1.0
CRIBS,0.561
ENOWS,1.0
TYRES,0.398
BOLKS,1.0
MULCH,0.623
SABES,0.744
CAPRI,0.204
BINKY,0.698
VANTS,1.0
SKELL,1.0
FOALS,0.67
YARFA,1.0
PIGLY,1.0
NUMBS,1.0
TRAGS,1.0
HONKY,0.654
FISTS,0.607
UNKED,1.0
KEENS,1.0
KIERS,1.0
LOKUM,1.0
NEMAS,1.0
EKING,1.0
SHELF,0.089
FIFER,1.0
PONCE,0.629
ALBID,1.0
READY,0.016
MESNE,1.0
LUMAS,1.0
NEAPS,1.0
PLATE,0.041
PIMAS,1.0
COBIA,0.808
MOLOS,1.0
SPEWS,0.695
VIRES,0.753
CHOTA,1.0
KAHAL,1.0
CINCT,1.0
BALKY,1.0
NEBBY,1.0
SUERS,1.0
TELIC,0.812
AXING,0.886
LYSSA,1.0
FIVER,0.696
MORSE,0.42
BILGE,0.667
SWITH,1.0
OLOGY,0.694
PATCH,0.025
BELAY,0.679
LEADY,1.0
ULMOS,1.0
TUYER,1.0
QUOTH,0.681
WEARY,0.539
PLANC,1.0
COSTS,0.01
MALMY,1.0
BIZZY,0.686
RONTS,1.0
GRYPT,1.0
SARIR,1.0
VISAS,0.348
ODAHS,1.0
REARM,1.0
CRIAS,1.0
SNOOD,0.778
PEKIN,0.674
CURDS,0.712
VAUTS,1.0
QUAFF,1.0
CRAWL,0.35
SMASH,0.313
SABRA,0.692
AGAMI,1.0
BBALL,0.698
BUNNS,1.0
FINER,0.557
UPDRY,1.0
OUIJA,0.69
VLOGS,0.7
RHYME,0.549
SMALL,0.005
IMBAR,1.0
CHASE,0.091
BEATY,0.688
SCROW,1.0
CHINE,0.671
DILLS,1.0
CHEER,0.274
SAULS,0.886
CARPS,0.76
KAIKS,1.0
CHIDE,0.835
FAFFS,1.0
BESOM,1.0
CANID,1.0
HARMS,0.61
RAZAI,1.0
PITOT,0.706
PEEOY,1.0
ROPEY,1.0
AGAST,1.0
AUGES,1.0
POWIS,0.872
AGOGE,1.0
GAGES,0.669
SINKS,0.294
MOLYS,1.0
UNION,0.014
NAWAB,0.856
GUEST,0.018
KUDOS,0.543
CRUDY,1.0
HEARS,0.528
BILED,1.0
HANTS,0.657
JOURS,0.643
FLEES,0.685
EMEUS,1.0
LEVES,1.0
BONES,0.13
GLORY,0.076
SKOGS,1.0
ANNUM,0.418
ANKER,0.692
CAUKS,1.0
COIGN,1.0
GOONS,0.683
PAALS,1.0
GORSE,0.692
RAITA,1.0
TRIPY,1.0
TIZZY,0.817
SPREW,1.0
RURAL,0.032
REJAS,1.0
SCOTE,1.0
DEAWS,1.0
SPIFF,0.803
SHIED,0.7
SEMEN,0.547
EXULT,0.695
BLUET,1.0
SPAMS,0.676
CLOFF,1.0
HEAST,1.0
TOUZY,1.0
MIRVS,1.0
HEELS,0.204
PINGE,1.0
ANELE,0.848
STOUT,0.506
GERLE,1.0
BORAS,0.84
PORCH,0.292
DIWAN,0.698
SWATH,0.664
DERNS,1.0
HEEZE,1.0
SOURS,0.783
SKYTE,1.0
NETAS,1.0
SPEAK,0.032
TAPES,0.103
GOBBE,1.0
BINGY,1.0
CLEAT,0.671
BOYAU,1.0
NAKAS,1.0
TETES,1.0
YARAK,1.0
FRISE,0.689
YRAPT,1.0
BRINE,0.625
FORGE,0.191
KNARS,1.0
VIRID,1.0
BUMPH,1.0
PULES,1.0
SOGGY,0.676
SHLUB,1.0
PURER,0.695
FOXED,0.88
ATTER,1.0
RAKES,0.669
UNPEN,1.0
SAINE,1.0
LIPIN,1.0
TAGMA,1.0
EYING,1.0
HORKS,1.0
DRONE,0.634
DESKS,0.302
DADAH,1.0
LUSER,1.0
SICKY,1.0
PLATT,0.6
LARUM,1.0
PUZTA,1.0
CLEAR,0.011
CRAKE,0.699
TRIKE,0.663
BURRA,0.806
KOTCH,1.0
TILER,0.86
OMBRE,0.685
AEROS,0.696
LEONE,0.156
MINGY,1.0
VASAL,1.0
HENNA,0.642
HOVER,0.547
GLEDS,1.0
REIST,1.0
SKIRT,0.1
UNIFY,0.644
LIKES,0.103
TUANS,1.0
OWRES,1.0
COOKS,0.405
PARRY,0.566
HUMPH,0.857
POZZY,1.0
NGRAM,1.0
FEIGN,0.698
MAULS,1.0
GYBED,1.0
MUTUM,1.0
OUENS,1.0
MINKS,0.859
SITES,0.005
LOCHE,1.0
NERVY,1.0
HOARY,0.668
HOUTS,1.0
SOPOR,1.0
SUCRE,0.651
GERBE,0.897
PARDI,1.0
FETES,0.699
TOKER,0.87
DEVON,0.145
TREMS,1.0
DWELL,0.496
UNAPT,1.0
GOLFS,1.0
AURES,1.0
WAULS,1.0
BAGEL,0.627
PRENT,1.0
CURNS,1.0
BAIRN,1.0
SLUBB,1.0
HYTHE,0.688
BLOCS,0.685
TWAYS,1.0
DOLIA,1.0
CHOOM,1.0
VAWTE,1.0
VOLTS,0.407
LIMAX,1.0
KULAN,1.0
SANGA,0.879
MILIA,1.0
PALES,0.691
REEVE,0.627
BOLAS,1.0
FJORD,0.67
NEXUM,1.0
MINNY,1.0
TALUS,0.694
ALOOF,0.68
WADED,0.694
GUSTS,0.59
BONGS,0.667
CROOK,0.598
YEWEN,1.0
BRINY,0.832
AREFY,1.0
PRONK,0.826
DRIED,0.158
WANTY,1.0
BABUL,1.0
TAALS,1.0
NONNA,0.885
TWYER,1.0
ORVAL,0.884
CAFFE,0.652
GLOPS,1.0
TRINE,0.679
PADIS,1.0
EXERT,0.594
HOXED,1.0
RUING,1.0
RUNOS,1.0
USTER,1.0
GOTTA,0.146
AREAS,0.008
GENNY,0.694
TRIPE,0.688
CEDAR,0.105
REINE,0.682
ETYMA,1.0
SCAWS,1.0
MBILA,1.0
VOIDS,0.661
ENDOW,0.69
CNIDA,1.0
RAKIA,1.0
CAPEX,0.689
WIELS,1.0
KELLY,0.033
HAMEL,0.672
BASIL,0.363
WOADY,1.0
LAPIN,0.693
LOOEY,1.0
QUIST,0.743
CLAMP,0.275
URMAN,1.0
PROLL,1.0
HAREM,0.665
NANNY,0.331
SANGH,0.699
TELES,0.888
RODES,1.0
LIEVE,0.706
TERMS,0.004
HEMES,1.0
REPAT,1.0
AXLES,0.642
FINKS,1.0
NIXED,0.783
HOGGS,1.0
DAGGY,1.0
SEKTS,1.0
CIVET,0.838
FAYER,1.0
PRATE,1.0
APING,1.0
HOLON,0.7
LITRE,0.456
TRIFF,1.0
MORAE,1.0
KACKS,1.0
QUILL,0.627
ROTTY,1.0
SPIEL,0.625
DEKKO,1.0
WHELP,0.818
HUMPY,1.0
BARRO,0.695
KAURI,0.697
OFLAG,1.0
TIPPY,0.698
YARRS,1.0
LADDY,1.0
VOARS,1.0
IMIDS,1.0
OGLES,1.0
ROUTH,0.699
CIGAR,0.25
ROYAL,0.022
YUMMY,0.541
OLPAE,1.0
JILTS,1.0
FEDEX,0.241
DUCAT,1.0
ARETT,1.0
ZETAS,1.0
SHCHI,1.0
YOUNG,0.007
BITEY,1.0
LISLE,0.643
SLADE,0.622
TACKS,0.675
TEPEE,0.892
GUSLE,1.0
OGEES,1.0
BOBOS,1.0
OBIIT,1.0
QANAT,1.0
BARFY,1.0
PHWAT,1.0
WRIED,1.0
GYNOS,1.0
MOGRA,1.0
APSIS,0.888
TONGS,0.655
TSADI,1.0
TURFS,1.0
SAYER,0.685
VOICE,0.015
COGUE,1.0
GRADE,0.018
TOADY,0.844
EOSIN,0.775
CHILD,0.008
VIVOS,0.697
BALON,1.0
JANES,0.645
VAULT,0.185
CARNS,1.0
GENUA,1.0
ERUVS,1.0
TELLY,0.658
POGGE,0.866
FEAZE,1.0
HENCH,0.872
HAMAL,1.0
SKAWS,1.0
RUMBA,0.668
ELVEN,0.653
ZOAEA,1.0
VISON,0.899
FLAWN,1.0
BATCH,0.128
FANES,1.0
NUEVO,0.515
YIRDS,1.0
ENVOY,0.545
FOGGY,0.636
HERMS,1.0
SHAND,0.696
YCLAD,1.0
MARAY,1.0
SAUTS,1.0
AWFUL,0.192
TUXES,0.696
ASCON,1.0
GOUTY,0.862
CRAAL,1.0
NEMIC,1.0
AFION,1.0
TABLA,0.666
CHESS,0.121
KHAKI,0.555
TYEES,1.0
JINKS,0.696
SLIVE,1.0
WAUGH,0.617
LOSEL,1.0
KIPPA,1.0
VROUW,0.659
PEANS,1.0
ROKED,1.0
REDYE,1.0
THYME,0.604
COPRA,0.716
PROIN,0.72
PRORE,1.0
SAGUM,1.0
FEELS,0.082
TIRES,0.125
RUSKY,1.0
PREMY,1.0
BREED,0.13
PASTY,0.686
SOOKS,1.0
ROBES,0.542
AYRIE,1.0
CONUS,0.668
PAPAD,1.0
SHALM,1.0
TYING,0.511
RUINS,0.316
STEDE,1.0
PORES,0.629
MOLLE,0.696
CACTI,0.66
NATTY,0.688
TOEAS,1.0
FACET,0.582
BRAZE,0.868
HASTY,0.637
SAREE,0.679
GENOM,0.695
PYNES,1.0
LUSUS,1.0
CENSE,1.0
YARTO,1.0
MONTH,0.008
LACKS,0.303
FARED,0.663
MABES,1.0
FIFIS,1.0
HOMAS,0.825
SCALE,0.022
VERSO,0.628
WIMPY,0.683
CUPPY,1.0
HOWBE,1.0
HAOLE,1.0
PARAS,0.653
CLANK,0.683
TRUGS,1.0
PERRY,0.102
SCURF,1.0
PASEO,0.623
FUBAR,0.692
MEDIN,1.0
HAWKS,0.321
TUBED,0.837
CANER,0.837
BLUER,0.777
MEEDS,1.0
PREED,1.0
PEELS,0.663
HARED,1.0
QUALM,1.0
SYNDS,1.0
SALMI,0.887
TOWSE,1.0
DARGS,1.0
THANA,0.822
MARSE,1.0
VROUS,1.0
LENGS,1.0
YOKEL,0.87
MZEES,1.0
SUSES,1.0
TORSE,1.0
DAINT,1.0
DOWSE,0.892
KROON,0.638
BABKA,1.0
AWETO,1.0
NOIRE,0.672
LUSTS,0.684
CREDO,0.664
GEEKY,0.607
ZANZA,1.0
STINK,0.619
GINZO,1.0
SOTOL,1.0
LISTS,0.017
MARIA,0.07
JHEEL,1.0
BARED,0.691
BUFFE,1.0
VINYL,0.059
ZYGAL,1.0
CHAIN,0.028
ZILLS,1.0
GAPOS,1.0
SLUFF,1.0
DAISY,0.195
ARBOR,0.198
RISHI,0.691
HIDED,1.0
SEHRI,1.0
SAGAR,0.686
HURLS,0.845
ODDLY,0.565
CHIPS,0.072
SICKS,1.0
ZANJA,1.0
SERKS,1.0
OFFER,0.008
KREEN,1.0
AGORA,0.627
LAZZO,1.0
BIGHT,0.684
SKIPS,0.652
BERMS,0.695
NERAL,1.0
BAIZA,1.0
STING,0.361
JARLS,1.0
PROMS,0.669
MUDIF,1.0
MUJIK,1.0
PINED,1.0
HELED,1.0
TUSHY,0.692
SHISO,1.0
TOQUE,0.694
MUNGI,1.0
GORPS,1.0
PUNKA,1.0
SINED,1.0
BEPAT,1.0
OURIE,1.0
LAVAL,0.62
TYPOS,0.598
GOOFY,0.586
YOBBO,1.0
GUMPS,1.0
SLAES,1.0
CLING,0.611
FANON,0.737
MIRKY,1.0
RAYON,0.612
ZAIDE,1.0
PRYAN,1.0
ACKEE,1.0
FACIA,0.674
LARDY,1.0
TRAPS,0.276
SCARP,0.789
RENIG,1.0
TAXES,0.03
TIFOS,1.0
RADDI,1.0
TOING,1.0
WAKES,0.618
DIARY,0.067
EMOVE,1.0
AGITA,1.0
POSTS,0.005
CHAPS,0.627
SPANG,1.0
YOCKS,1.0
ACMES,1.0
FICTA,1.0
WASES,1.0
SIXMO,1.0
PUCAN,1.0
WEALD,0.693
ZACKS,0.663
EARST,1.0
GORBS,1.0
CHOSS,1.0
REAIS,0.707
MOVER,0.433
SYTHE,1.0
FATSO,0.786
RAYED,0.741
TARRE,1.0
RILEY,0.225
VIVAS,0.888
GLAZE,0.56
VOLTE,0.7
TOSYL,1.0
PATED,0.825
CLIFT,0.682
WISPS,0.69
SKEEF,1.0
CRAPY,1.0
DUROC,1.0
KOHLS,0.698
SAUCE,0.091
AGGER,1.0
MOANS,0.663
AMENT,0.827
MADGE,0.673
JAWAN,1.0
FACTY,1.0
PACTS,0.69
DIVVY,1.0
OGMIC,1.0
STONK,1.0
SIZES,0.042
KELTY,0.658
POOVY,1.0
TWAIN,0.221
STEPS,0.026
ALMUG,1.0
MAUMY,1.0
VILLS,1.0
BUGLE,0.649
INVAR,1.0
LEZZY,1.0
FIRER,1.0
LAEVO,1.0
RAPSO,1.0
UGGED,1.0
TREEN,0.871
LYRES,1.0
VICHY,0.681
COTAN,1.0
SORED,0.898
TOLES,1.0
AWOLS,1.0
TERFE,1.0
TALLY,0.52
COPER,1.0
SWELL,0.452
PARCH,1.0
PILON,0.699
FURLS,1.0
APAGE,1.0
PONGO,0.742
REIRD,1.0
KYLOE,1.0
WELLY,0.699
FRITE,1.0
EXAMS,0.136
TYMPS,1.0
SCUGS,1.0
GIPPO,1.0
TITAN,0.252
GORGE,0.505
WASHI,0.833
BESES,1.0
DEVOT,1.0
BIRKS,0.698
CLEWS,0.814
YEUKS,1.0
RECTA,0.768
TOMMY,0.107
THEEK,1.0
SPRED,1.0
DRANT,1.0
ZILCH,0.698
VALUE,0.005
MOSKS,1.0
PLOIT,1.0
MUNGA,1.0
APIOL,1.0
NESKI,1.0
BEAKS,0.695
TENTY,1.0
MEDIC,0.592
DOMES,0.639
DUCTS,0.615
RAKEE,1.0
MOCHY,1.0
ERBIA,1.0
AGUED,1.0
ALPHA,0.036
NOWED,1.0
ANGAS,1.0
MUSCA,1.0
RESOD,1.0
SCEND,1.0
VASES,0.536
DOSES,0.212
WANES,0.794
VOTED,0.093
YCOND,1.0
KHIRS,1.0
TANKS,0.117
OKRUG,1.0
TECHS,0.514
MENSE,1.0
GRAFF,0.661
SOOTE,1.0
PILOW,1.0
CUSPS,0.752
CHOLO,1.0
CLUBS,0.029
SCUSE,0.885
SPEAN,1.0
CHINK,0.697
URNAL,1.0
RABIC,1.0
CHEEB,1.0
TRAMP,0.596
LYCRA,0.562
PUGGY,1.0
UVULA,0.898
RIGOR,0.656
SHADY,0.486
COMAS,0.7
BANCO,0.586
LOCKY,1.0
BELGA,0.697
SABRE,0.585
KOKAS,1.0
NERDS,0.618
SERAC,1.0
RAMIN,0.698
ORANS,1.0
TIRTH,1.0
DOLLS,0.045
JOUGS,1.0
TICED,1.0
WANLY,1.0
MOLDY,0.689
CORDS,0.42
KINES,1.0
LIGHT,0.008
KETOL,1.0
CLAUT,1.0
IAMBS,1.0
ROJIS,1.0
CROPS,0.126
JUROR,0.622
PHONO,0.561
GOOBY,1.0
PLESH,1.0
TOZIE,1.0
RENEW,0.152
SHASH,1.0
COPPY,1.0
WORDY,0.691
FIGGY,1.0
BITCH,0.12
PLEXI,0.696
BAKER,0.067
EEVEN,1.0
EVADE,0.647
PLAUR,1.0
MONDO,0.535
QUEUE,0.135
NOOBS,0.697
RATOO,1.0
DOVES,0.611
MAUVY,1.0
PRAHU,1.0
PHIZZ,1.0
KULAK,1.0
AGRUM,1.0
DYING,0.11
UNWET,1.0
MAIRE,0.694
TUPEK,1.0
GORMS,1.0
JIFFS,1.0
COACH,0.041
ZIBET,1.0
LOCIS,1.0
BOOLS,0.889
DICTS,0.829
SPOOR,0.697
GAUPS,1.0
CHACO,0.661
DIDDY,0.633
ALANG,1.0
ARAKS,1.0
SEGOS,1.0
GADSO,1.0
DUNAM,1.0
ZURFS,1.0
PREEM,1.0
HOIKS,1.0
DYNOS,1.0
AUMIL,1.0
BAILE,0.679
HAVEL,0.685
QUIPU,1.0
LASSI,0.838
AROBA,1.0
CHEET,1.0
SOCIA,1.0
REBOP,1.0
LOVES,0.08
COAPT,1.0
ODIST,1.0
COBBY,1.0
ABUSE,0.028
RACED,0.608
RUTHS,1.0
OUNCE,0.306
EIGNE,1.0
DENIM,0.211
DOONA,1.0
DUKUN,1.0
SHRED,0.621
NANOS,0.689
JAGGS,1.0
ROHUN,1.0
MUSEE,0.676
BESTS,0.687
FREED,0.373
CETES,1.0
JERKS,0.627
FYRDS,1.0
BALOO,0.722
SILEX,0.68
TAMED,0.685
CARLE,0.668
THECA,1.0
CAIRN,0.638
SILEN,1.0
BUNIA,1.0
PROUL,1.0
FUZED,1.0
COALY,1.0
NUBIA,0.71
RURUS,1.0
HENNY,0.696
LEVAS,1.0
ALIKE,0.161
CANGS,1.0
WOKEN,0.672
AGGRO,0.692
WORTS,1.0
MUCID,1.0
GREVE,0.689
WHORE,0.192
NOTAM,0.741
CONNS,1.0
RUBES,0.853
MAIMS,1.0
PILUS,0.897
GONNA,0.074
HEEDY,1.0
BLOOK,1.0
DEEVE,1.0
PURSE,0.182
KITKE,1.0
TULPA,1.0
ISLED,1.0
ILEAL,0.7
BASHO,0.696
HOTTY,0.698
SUDOR,1.0
NUTSO,1.0
GOKES,1.0
COURB,1.0
UPJET,1.0
ENDED,0.031
BIOGS,1.0
REFIX,1.0
MOLES,0.645
AURAR,1.0
PUPIL,0.24
SOUPS,0.467
LIARD,1.0
DOGEY,1.0
MASUR,0.764
EANED,1.0
THUMP,0.662
FLITT,1.0
SHOER,1.0
ROSTS,1.0
GOBBO,1.0
SHINS,0.672
PLIER,0.683
ZUZIM,1.0
ATOLL,0.615
SCOUG,1.0
WAILS,0.7
STATE,0.002
MISTY,0.377
EEVNS,1.0
ADOZE,1.0
JUREL,1.0
WACKO,0.684
SYEDS,1.0
KISTS,1.0
ZESTY,0.688
EXFIL,1.0
DUPES,0.697
APERS,1.0
DOPPE,1.0
YAGER,0.69
JUNTO,0.697
ADOWN,1.0
CARTE,0.367
PROXY,0.093
YAUDS,1.0
DUKED,1.0
SONAR,0.569
POMOS,1.0
GRISE,0.843
TIEFS,1.0
CEDIS,1.0
BASON,1.0
OGLER,1.0
DONUT,0.623
DOTAL,1.0
SYREN,0.879
MUTIS,1.0
FENIS,1.0
FLUKE,0.587
QUADS,0.578
SHEET,0.023
CAMEO,0.551
PERAI,1.0
PRYER,1.0
RAVEY,1.0
TRANK,1.0
DECYL,1.0
VARDA,0.801
YARRA,0.642
COMBY,1.0
BELEE,1.0
KOFFS,1.0
TOMOS,0.827
JITTY,1.0
CUSUM,1.0
POLTS,1.0
SCULK,1.0
PEWEE,0.825
ECLAT,0.698
LANDE,0.696
SEBUM,0.718
NECHE,1.0
SPALE,1.0
GROWN,0.072
LOGIN,0.007
CAPUL,1.0
WEIRS,0.693
SLORM,1.0
POXES,1.0
SEAME,1.0
DUELS,0.688
KUBIE,1.0
SHREW,0.67
ALCID,1.0
PENGO,0.887
MOPER,1.0
PEDES,1.0
GELEE,1.0
RUNIC,0.691
SHARD,0.68
MURES,0.807
CURER,1.0
LABEL,0.024
RAULI,1.0
SWALY,1.0
WENTS,1.0
AMPUL,1.0
BRAES,0.887
RINSE,0.512
BHAJI,1.0
PIQUI,1.0
ANCLE,1.0
OLLER,0.84
SENSU,0.68
PUMPY,1.0
RIYAL,0.667
TOADS,0.668
SQUAW,0.662
BEZES,1.0
ROBIN,0.088
TERES,0.881
WHERE,0.003
VEILS,0.642
ZOCCO,1.0
MOUNT,0.027
GAURS,1.0
PROSY,1.0
SNIFF,0.601
ZAZEN,0.774
FUNGI,0.5
REMET,1.0
NAMES,0.014
CRIED,0.23
SPINY,0.672
ILEUM,0.692
SCUBA,0.157
AZYMS,1.0
BANTY,1.0
TUBAL,0.651
YAARS,1.0
CHICA,0.637
RITZY,0.769
APTLY,0.648
LOUPE,0.693
ABNET,1.0
COBBS,0.696
ERICK,0.645
YINCE,1.0
SHEDS,0.513
DEBAG,1.0
GIRTH,0.659
ESROG,1.0
MIMIS,1.0
PUUKO,1.0
WHIPT,1.0
MAZAC,1.0
SHIVA,0.594
MALIS,0.889
TOUKS,1.0
DEMAN,0.821
GUSSY,1.0
UPDOS,0.754
FIXED,0.02
ERVIL,1.0
MIHIS,1.0
PERPS,1.0
RETIE,1.0
WILCO,0.641
ARYLS,1.0
MAWED,1.0
BRUGH,1.0
POMPA,1.0
HYOID,1.0
DOOLS,1.0
INION,1.0
JAKES,0.678
TAWAF,1.0
NOEME,1.0
HIRES,0.516
KOORI,0.844
SOAKS,0.693
ULEMA,0.865
PSEUD,0.86
RAITH,0.761
FILKS,1.0
PUDGY,0.742
IMSHI,1.0
WEEMS,0.689
MAKER,0.06
THREE,0.004
JUTES,1.0
WINED,1.0
TEETH,0.102
PHYLA,0.735
NORIE,1.0
ALAMO,0.462
JEELS,1.0
BORED,0.196
LUCKS,1.0
SADOS,1.0
YACKS,1.0
GUYED,1.0
GRUNT,0.646
OSMIC,1.0
ZOPPA,1.0
WARTY,0.699
BRITT,0.607
HAULS,0.694
PUSLE,1.0
KIAKI,1.0
FRATE,1.0
MOTTS,1.0
ODOUR,0.642
BUDED,1.0
CLOTS,0.661
PIOYS,1.0
MAZER,0.7
TABOS,1.0
HAUFS,1.0
CAKEY,1.0
BIFFS,1.0
BUNGY,0.697
RIGGS,0.618
MAULA,1.0
PIECE,0.023
AIRED,0.463
NAPPY,0.647
MAZED,1.0
BOUTU,1.0
OPENS,0.071
WHALE,0.169
PREYS,0.76
BILES,0.87
HYSON,1.0
BOXEN,0.782
UNWED,0.697
MAUKA,1.0
NIGHT,0.008
WAGES,0.114
PURRS,0.697
CORES,0.502
PALAS,0.808
DELPH,1.0
FAIRE,0.526
RHONE,0.634
MOWAS,1.0
PROBS,0.653
DEMOT,1.0
MARGA,0.698
PETIT,0.472
IMBUE,0.699
WEEST,1.0
ABOON,1.0
MAARE,1.0
SENSE,0.019
SWIMS,0.669
SAMMY,0.409
JINGO,0.769
REKEY,0.871
BULKY,0.586
WANTA,0.886
YOUTH,0.019
GLOSS,0.292
POOTS,1.0
