Word,LFS,PLFS,RLP,HLT,MatchReduction,AvgElimination,FeedbackGreen,FeedbackYellow,FeedbackGray
GANDY,0.66,0.441,0.0,0.429,268.06,13886.2,0.04,0.213,0.747
MEDII,0.534,0.579,1.0,0.584,76.769,13832.333,0.04,0.2,0.76
KNELT,0.574,0.669,0.0,0.689,163.52,14307.533,0.053,0.267,0.68
EVOKE,0.49,0.669,1.0,0.884,20.569,13278.0,0.093,0.067,0.84
LOWTS,0.541,0.418,0.0,0.739,93.985,13767.533,0.053,0.213,0.733
TEAKS,0.332,0.311,0.0,0.515,383.69,13646.4,0.093,0.347,0.56
BUCKO,0.781,0.641,0.0,0.895,56.852,13602.867,0.04,0.093,0.867
GROKS,0.55,0.435,0.0,0.769,54.245,13800.067,0.04,0.2,0.76
LEAFY,0.512,0.496,0.0,0.74,140.294,13944.4,0.08,0.24,0.68
MESES,0.178,0.258,1.0,0.008,14.207,13082.133,0.027,0.187,0.787
SYNES,0.312,0.215,1.0,0.681,49.831,13643.0,0.067,0.2,0.733
LATHS,0.448,0.396,0.0,0.278,269.415,14028.067,0.053,0.347,0.6
ZEDAS,0.407,0.475,0.0,0.519,54.659,13473.467,0.027,0.333,0.64
BLANK,0.647,0.538,0.0,0.446,72.926,13886.133,0.147,0.093,0.76
JAPED,0.576,0.471,0.0,0.613,34.789,13850.067,0.053,0.253,0.693
VOLED,0.58,0.404,0.0,0.469,35.728,13382.867,0.053,0.173,0.773
TOXIC,0.718,0.603,0.0,0.839,200.74,14043.867,0.053,0.227,0.72
REACH,0.461,0.51,0.0,0.068,2564.468,14063.667,0.16,0.28,0.56
NAZZY,0.78,0.638,1.0,1.0,31.14,13389.067,0.053,0.147,0.8
PUBSY,0.682,0.589,0.0,0.949,537.333,13466.333,0.067,0.093,0.84
PEDRO,0.494,0.571,0.0,0.358,307.739,13843.667,0.067,0.24,0.693
CUCKS,0.697,0.468,1.0,0.846,26.094,13167.267,0.04,0.12,0.84
BAITH,0.611,0.407,0.0,0.17,152.722,14549.6,0.16,0.213,0.627
MAGAS,0.383,0.319,1.0,0.377,19.123,13561.333,0.053,0.2,0.747
GOMPA,0.611,0.576,0.0,0.542,49.216,13825.333,0.053,0.187,0.76
BILBY,0.772,0.526,1.0,0.849,36.387,13817.8,0.04,0.107,0.853
POPES,0.416,0.222,1.0,0.259,21.549,13394.533,0.053,0.213,0.733
HENTS,0.447,0.353,0.0,0.02,66.77,14446.067,0.04,0.36,0.6
AURAS,0.27,0.292,1.0,0.335,202.226,13368.333,0.053,0.28,0.667
GIDDY,0.777,0.617,1.0,0.887,96.515,13700.133,0.027,0.12,0.853
TACOS,0.391,0.361,0.0,0.227,195.671,13936.8,0.053,0.36,0.587
ONNED,0.5,0.526,1.0,0.174,50.584,13527.867,0.013,0.227,0.76
BOWED,0.634,0.415,0.0,0.439,21.542,13351.867,0.053,0.147,0.8
TSARS,0.238,0.422,1.0,0.181,482.838,13642.867,0.093,0.32,0.587
SLOGS,0.395,0.342,1.0,0.839,65.635,13611.533,0.067,0.12,0.813
GRIND,0.674,0.561,0.0,0.084,1077.796,14205.533,0.133,0.147,0.72
MOREL,0.459,0.284,0.0,0.058,30.491,13810.0,0.053,0.253,0.693
ASADA,0.196,0.603,1.0,0.313,54.429,13406.667,0.093,0.147,0.76
WEEKE,0.403,0.539,1.0,0.786,19.958,12990.333,0.107,0.013,0.88
WINNA,0.593,0.555,1.0,0.812,70.414,13879.733,0.053,0.213,0.733
AMMAN,0.493,0.663,1.0,0.308,38.629,13564.6,0.04,0.16,0.8
SABJI,0.545,0.523,0.0,0.972,57.459,13776.267,0.08,0.227,0.693
RUNTS,0.507,0.358,0.0,0.39,129.555,14438.6,0.067,0.293,0.64
SLOPS,0.376,0.343,1.0,0.798,69.674,13629.4,0.08,0.107,0.813
TREAD,0.387,0.528,0.0,0.113,417.743,13990.467,0.053,0.427,0.52
LOOFA,0.493,0.522,1.0,0.466,21.811,13601.267,0.027,0.2,0.773
FEVER,0.523,0.51,1.0,0.269,23.916,13321.2,0.04,0.187,0.773
GLOVE,0.609,0.604,0.0,0.67,51.137,13943.867,0.12,0.107,0.773
TRIST,0.451,0.564,1.0,0.077,286.451,14271.0,0.2,0.16,0.64
CREPS,0.439,0.425,0.0,0.595,179.53,13767.2,0.08,0.293,0.627
PHEON,0.56,0.58,0.0,0.249,218.694,14047.267,0.013,0.267,0.72
BERES,0.284,0.144,1.0,0.005,34.973,13284.4,0.053,0.253,0.693
CORSO,0.422,0.437,1.0,0.098,169.025,13763.933,0.12,0.147,0.733
SOFAR,0.391,0.452,0.0,0.259,60.91,13882.667,0.067,0.293,0.64
REEZE,0.325,0.529,1.0,0.879,70.546,13150.667,0.133,0.08,0.787
PISOS,0.356,0.391,1.0,0.422,98.874,13781.267,0.027,0.2,0.773
LAMES,0.308,0.241,0.0,0.108,131.001,13582.2,0.067,0.32,0.613
TRECK,0.584,0.623,0.0,0.209,1643.305,13672.533,0.08,0.293,0.627
BOABS,0.467,0.277,1.0,0.852,34.098,13612.467,0.107,0.16,0.733
APPLY,0.64,0.676,1.0,0.708,30.413,13536.4,0.027,0.187,0.787
GRATA,0.427,0.519,1.0,0.189,238.079,13924.733,0.133,0.227,0.64
DAALS,0.308,0.243,1.0,0.714,71.217,13551.267,0.12,0.16,0.72
SOYAS,0.265,0.28,1.0,0.742,29.387,13507.8,0.067,0.2,0.733
AMOUR,0.499,0.645,0.0,0.282,366.677,13937.733,0.027,0.28,0.693
GERNE,0.413,0.432,1.0,0.189,157.096,14198.067,0.16,0.133,0.707
DUDES,0.473,0.342,1.0,0.445,42.294,13224.267,0.053,0.2,0.747
NIFLE,0.568,0.646,0.0,0.663,81.691,14371.067,0.12,0.187,0.693
AGAIN,0.446,0.577,1.0,0.319,98.488,14227.667,0.107,0.187,0.707
SLURP,0.54,0.561,0.0,0.828,136.941,13910.067,0.093,0.173,0.733
ULNAR,0.511,0.615,0.0,0.952,85.752,14047.667,0.027,0.32,0.653
ETTIN,0.488,0.723,1.0,0.049,380.721,14265.2,0.027,0.333,0.64
NOLES,0.336,0.222,0.0,0.116,54.093,13783.133,0.067,0.267,0.667
GOBAR,0.554,0.543,0.0,0.617,32.73,13959.667,0.027,0.28,0.693
BOHOS,0.526,0.413,1.0,0.751,94.532,13669.733,0.04,0.133,0.827
KAWAS,0.43,0.4,1.0,0.834,12.812,12674.2,0.04,0.173,0.787
RADGY,0.618,0.528,0.0,0.861,79.639,13998.933,0.08,0.213,0.707
COATI,0.49,0.404,0.0,0.144,548.61,14159.733,0.147,0.267,0.587
SCAIL,0.417,0.477,0.0,0.408,144.858,14114.4,0.12,0.267,0.613
HELOT,0.507,0.554,0.0,0.115,240.276,14330.267,0.08,0.267,0.653
MOTEL,0.493,0.374,0.0,0.174,106.454,14117.067,0.04,0.28,0.68
TIDES,0.392,0.307,0.0,0.07,81.594,14025.6,0.053,0.36,0.587
COVEN,0.606,0.435,0.0,0.181,109.328,13697.867,0.067,0.2,0.733
JASEY,0.424,0.413,0.0,0.615,37.899,13361.533,0.053,0.293,0.653
FLOWN,0.752,0.663,0.0,0.828,37.453,13959.133,0.04,0.107,0.853
URUBU,0.735,0.762,1.0,0.762,90.554,13307.733,0.053,0.08,0.867
KIDDO,0.686,0.694,1.0,0.788,378.223,13416.6,0.04,0.107,0.853
NRTYA,0.531,0.71,0.0,0.85,210.104,14215.0,0.053,0.347,0.6
PINNA,0.549,0.472,1.0,0.868,175.702,13981.6,0.067,0.227,0.707
CURBS,0.611,0.362,0.0,0.872,120.731,13388.067,0.053,0.213,0.733
BOTAS,0.404,0.288,0.0,0.293,48.097,13953.867,0.04,0.333,0.627
CYCLE,0.642,0.645,1.0,0.836,92.607,13703.067,0.133,0.093,0.773
YUGAS,0.524,0.507,0.0,0.907,25.486,13867.2,0.027,0.253,0.72
UGALI,0.577,0.681,0.0,0.478,95.822,14153.267,0.067,0.24,0.693
OPTER,0.461,0.598,0.0,0.242,97.904,14110.867,0.013,0.373,0.613
LAVER,0.449,0.451,0.0,0.167,73.852,13277.933,0.053,0.333,0.613
OUSTS,0.362,0.484,1.0,0.112,47.94,13893.467,0.04,0.213,0.747
OOTID,0.537,0.548,1.0,0.301,192.428,13867.933,0.04,0.213,0.747
EASEL,0.139,0.446,1.0,0.083,127.955,13235.333,0.053,0.32,0.627
LEWIS,0.443,0.459,0.0,0.241,38.803,13748.133,0.027,0.293,0.68
RENOS,0.305,0.338,0.0,0.087,60.189,13804.4,0.04,0.347,0.613
PANED,0.471,0.261,0.0,0.061,67.336,13982.267,0.067,0.293,0.64
CUNIT,0.689,0.499,0.0,0.422,229.86,14515.8,0.107,0.213,0.68
MUILS,0.552,0.344,0.0,0.782,51.256,14021.2,0.067,0.173,0.76
JEHUS,0.578,0.574,0.0,0.917,33.989,13653.333,0.013,0.253,0.733
EBIKE,0.482,0.656,1.0,0.885,49.971,13889.067,0.147,0.067,0.787
COTCH,0.733,0.541,1.0,0.387,143.748,14406.133,0.107,0.133,0.76
UPPER,0.58,0.659,1.0,0.455,23.671,13690.267,0.013,0.253,0.733
THEOR,0.476,0.604,0.0,0.019,75.698,14388.133,0.013,0.387,0.6
UNAIS,0.404,0.462,0.0,0.797,392.314,14359.2,0.08,0.293,0.627
IDIOT,0.565,0.698,1.0,0.289,312.821,13969.067,0.107,0.147,0.747
MANES,0.318,0.123,0.0,0.016,50.013,13838.267,0.053,0.347,0.6
SAWER,0.32,0.322,0.0,0.447,155.038,13182.667,0.093,0.333,0.573
GAZOO,0.582,0.605,1.0,0.963,29.67,13476.667,0.053,0.147,0.8
EDGED,0.504,0.65,1.0,0.462,30.714,13356.6,0.027,0.147,0.827
PIKEY,0.632,0.427,0.0,0.9,31.755,13793.8,0.04,0.2,0.76
MEECH,0.527,0.546,1.0,0.188,121.776,13922.8,0.067,0.16,0.773
ADYTS,0.469,0.57,0.0,0.81,78.598,14166.467,0.053,0.307,0.64
BOITE,0.492,0.367,0.0,0.384,216.63,14322.2,0.213,0.147,0.64
IXIAS,0.461,0.499,1.0,0.922,59.284,13584.533,0.053,0.24,0.707
ALIOS,0.317,0.402,0.0,0.152,279.728,13934.267,0.107,0.267,0.627
PADLE,0.461,0.448,0.0,0.589,102.822,14164.733,0.16,0.187,0.653
LOTAH,0.518,0.514,0.0,0.596,104.345,14383.467,0.053,0.307,0.64
RAGAS,0.306,0.338,1.0,0.358,68.177,13636.733,0.08,0.253,0.667
PUDUS,0.635,0.455,1.0,0.808,40.382,13521.0,0.04,0.12,0.84
MEARE,0.272,0.403,1.0,0.015,206.345,13470.267,0.187,0.173,0.64
GRAIP,0.562,0.551,0.0,0.612,119.408,14375.533,0.12,0.24,0.64
QUACK,0.774,0.635,0.0,0.74,108.548,13366.933,0.107,0.107,0.787
NOISE,0.316,0.466,0.0,0.335,562.429,14492.4,0.227,0.147,0.627
LIVRE,0.541,0.621,0.0,0.795,110.726,13995.933,0.12,0.213,0.667
PHEME,0.521,0.559,1.0,0.246,106.38,14021.533,0.107,0.093,0.8
CHEST,0.488,0.61,0.0,0.009,323.11,14386.533,0.12,0.28,0.6
LINED,0.518,0.403,0.0,0.021,48.15,14137.067,0.027,0.293,0.68
AZLON,0.576,0.658,0.0,0.954,47.195,13790.467,0.04,0.227,0.733
WAVES,0.451,0.307,0.0,0.291,37.123,13063.267,0.053,0.28,0.667
ACHOO,0.519,0.77,1.0,0.332,110.634,14291.0,0.04,0.227,0.733
VALVE,0.58,0.53,1.0,0.687,183.123,13279.333,0.147,0.147,0.707
MAWKS,0.588,0.396,0.0,0.98,13.627,12975.2,0.04,0.187,0.773
HYDRO,0.678,0.759,0.0,0.922,339.118,14372.6,0.053,0.16,0.787
MUXED,0.718,0.522,0.0,0.97,22.835,13467.933,0.027,0.16,0.813
ETUDE,0.436,0.708,1.0,0.502,194.051,14137.0,0.12,0.16,0.72
SMITH,0.586,0.512,0.0,0.261,167.589,14459.467,0.147,0.173,0.68
MENDS,0.465,0.341,0.0,0.113,30.953,13699.533,0.013,0.28,0.707
PISCO,0.526,0.597,0.0,0.371,134.114,14226.133,0.067,0.213,0.72
CILIA,0.515,0.499,1.0,0.398,60.187,13995.267,0.067,0.24,0.693
ALGOS,0.401,0.511,0.0,0.781,101.845,13913.467,0.067,0.253,0.68
NENES,0.271,0.242,1.0,0.02,20.493,13592.067,0.04,0.213,0.747
KARMA,0.474,0.475,1.0,0.566,27.032,13221.067,0.053,0.187,0.76
NEANT,0.403,0.499,1.0,0.016,372.321,14319.867,0.187,0.227,0.587
VISIE,0.434,0.595,1.0,0.233,136.714,13808.0,0.12,0.16,0.72
VOLAR,0.524,0.506,0.0,0.5,35.071,13602.933,0.04,0.267,0.693
BURRO,0.599,0.493,1.0,0.53,66.811,13679.333,0.067,0.107,0.827
DOETH,0.542,0.485,0.0,0.42,79.116,14476.733,0.093,0.24,0.667
ECRUS,0.423,0.509,0.0,0.596,188.897,13424.133,0.013,0.36,0.627
DEKES,0.354,0.325,1.0,0.532,20.242,13095.933,0.04,0.187,0.773
SEEPY,0.342,0.409,1.0,0.658,38.14,13422.333,0.067,0.173,0.76
FACTS,0.524,0.372,0.0,0.433,242.225,13652.533,0.08,0.307,0.613
POURS,0.492,0.311,0.0,0.226,60.132,13993.0,0.067,0.2,0.733
GAMBO,0.631,0.588,0.0,0.722,36.176,14043.867,0.067,0.16,0.773
MENSA,0.318,0.497,0.0,0.108,182.056,14076.133,0.053,0.347,0.6
SWEPT,0.511,0.568,0.0,0.786,212.547,13991.867,0.107,0.227,0.667
OAFOS,0.374,0.463,1.0,0.734,20.735,13535.933,0.04,0.227,0.733
SHOCK,0.629,0.543,0.0,0.561,46.372,14241.0,0.067,0.147,0.787
ROAMS,0.352,0.289,0.0,0.644,207.281,13920.2,0.12,0.24,0.64
POTTS,0.499,0.295,1.0,0.382,68.303,13907.133,0.067,0.187,0.747
PIKER,0.555,0.463,0.0,0.688,38.687,13978.4,0.04,0.28,0.68
TINGS,0.554,0.374,0.0,0.123,223.654,14228.867,0.027,0.32,0.653
FOUNT,0.695,0.526,0.0,0.141,442.739,14458.867,0.147,0.093,0.76
DAUNT,0.58,0.495,0.0,0.427,170.541,14498.333,0.16,0.187,0.653
BATTU,0.602,0.486,1.0,0.425,55.523,13743.133,0.08,0.2,0.72
LICIT,0.63,0.618,1.0,0.189,161.995,14171.533,0.08,0.2,0.72
CIDER,0.528,0.462,0.0,0.219,134.935,13927.6,0.067,0.307,0.627
FORDS,0.538,0.302,0.0,0.347,34.963,13847.4,0.053,0.2,0.747
PALMS,0.476,0.288,0.0,0.714,51.126,13452.533,0.067,0.227,0.707
WHEEP,0.564,0.55,1.0,0.323,26.646,13746.733,0.013,0.173,0.813
COPES,0.423,0.242,0.0,0.16,50.519,13736.4,0.067,0.253,0.68
WHELM,0.688,0.678,0.0,0.547,33.864,13646.333,0.0,0.213,0.787
USNEA,0.301,0.562,0.0,0.405,63.985,14044.733,0.013,0.4,0.587
STAID,0.403,0.458,0.0,0.249,176.785,14146.333,0.133,0.293,0.573
DOSAI,0.352,0.521,0.0,0.488,452.435,13666.0,0.04,0.32,0.64
PATKA,0.507,0.471,1.0,0.893,45.793,13703.8,0.053,0.213,0.733
GAMAS,0.383,0.329,1.0,0.347,18.724,13574.8,0.053,0.2,0.747
DROME,0.494,0.558,0.0,0.319,88.716,13922.933,0.147,0.147,0.707
LICKS,0.597,0.493,0.0,0.519,34.269,13905.533,0.013,0.24,0.747
ALDEA,0.303,0.529,1.0,0.176,224.279,13648.333,0.08,0.24,0.68
SNOWY,0.595,0.527,0.0,0.917,30.325,13539.0,0.04,0.147,0.813
QUODS,0.635,0.48,0.0,0.936,142.718,13227.4,0.013,0.16,0.827
WAKER,0.506,0.466,0.0,0.516,47.027,13079.0,0.053,0.293,0.653
SYPHS,0.53,0.493,1.0,0.967,170.153,13775.0,0.067,0.093,0.84
STUMM,0.62,0.626,1.0,0.603,55.837,13968.133,0.067,0.16,0.773
CHORE,0.525,0.532,0.0,0.039,273.392,14348.0,0.133,0.213,0.653
SILTS,0.361,0.257,1.0,0.392,1026.466,13957.667,0.093,0.213,0.693
TOPEE,0.369,0.372,1.0,0.286,174.151,14118.667,0.147,0.147,0.707
ZEINS,0.474,0.406,0.0,0.492,72.634,13967.8,0.107,0.227,0.667
LIKIN,0.654,0.647,1.0,0.535,25.93,13962.0,0.027,0.147,0.827
TOPIC,0.647,0.563,0.0,0.345,396.997,14344.533,0.053,0.253,0.693
WAVED,0.605,0.467,0.0,0.361,31.934,13353.8,0.053,0.227,0.72
WORSE,0.384,0.444,0.0,0.193,157.74,13710.6,0.173,0.16,0.667
ANEAR,0.247,0.583,1.0,0.017,107.72,13887.933,0.027,0.373,0.6
RAYAH,0.467,0.545,1.0,0.811,142.994,13862.733,0.093,0.187,0.72
CLIPE,0.569,0.538,0.0,0.588,147.545,14508.2,0.213,0.107,0.68
TELOI,0.427,0.531,0.0,0.355,194.078,14168.4,0.04,0.347,0.613
THESP,0.482,0.65,0.0,0.012,151.068,14291.6,0.053,0.32,0.627
DUSTS,0.445,0.438,1.0,0.312,40.295,13890.4,0.053,0.187,0.76
POOCH,0.677,0.467,1.0,0.505,80.818,14216.533,0.093,0.067,0.84
LUNTS,0.539,0.378,0.0,0.388,107.965,14265.8,0.04,0.267,0.693
VINNY,0.762,0.544,1.0,0.524,64.607,13789.733,0.053,0.093,0.853
PURDA,0.581,0.481,0.0,0.618,77.332,13982.267,0.04,0.267,0.693
ZONDA,0.611,0.558,0.0,0.505,55.497,13488.867,0.027,0.227,0.747
WIDEN,0.607,0.532,0.0,0.231,57.247,13910.267,0.04,0.24,0.72
JONTY,0.742,0.478,0.0,0.367,56.576,14088.8,0.053,0.16,0.787
MOSED,0.407,0.376,0.0,0.227,20.626,13492.067,0.04,0.24,0.72
HUSSY,0.514,0.628,1.0,0.793,537.702,13580.867,0.053,0.107,0.84
ESCAR,0.282,0.746,0.0,0.107,241.996,13215.0,0.0,0.48,0.52
APPAY,0.528,0.641,1.0,0.662,26.096,13292.0,0.027,0.147,0.827
TONIC,0.612,0.462,0.0,0.055,425.938,14315.0,0.053,0.28,0.667
TAVAH,0.554,0.53,1.0,0.808,48.163,14020.0,0.08,0.2,0.72
BUDOS,0.578,0.444,0.0,0.754,203.167,13259.4,0.04,0.147,0.813
CURES,0.423,0.184,0.0,0.117,149.887,13413.867,0.067,0.307,0.627
RETIA,0.332,0.535,0.0,0.062,811.222,14063.333,0.053,0.48,0.467
MAILE,0.406,0.366,0.0,0.239,219.681,14428.8,0.187,0.2,0.613
UNDEE,0.443,0.597,1.0,0.183,112.086,13941.267,0.12,0.107,0.773
QUOIS,0.58,0.441,0.0,0.915,166.605,13618.867,0.027,0.2,0.773
VANGS,0.56,0.365,0.0,0.42,25.117,13749.133,0.04,0.253,0.707
KYTES,0.491,0.419,0.0,0.691,47.043,13834.933,0.027,0.293,0.68
RENDS,0.388,0.36,0.0,0.054,62.803,13878.2,0.04,0.333,0.627
TAIGA,0.438,0.444,1.0,0.504,142.682,14000.8,0.107,0.24,0.653
ABETS,0.329,0.46,0.0,0.355,230.931,13964.067,0.053,0.4,0.547
LICHT,0.71,0.679,0.0,0.312,282.132,14471.2,0.08,0.24,0.68
POTAE,0.38,0.393,0.0,0.706,224.038,14278.0,0.133,0.293,0.573
FUNKS,0.689,0.412,0.0,0.883,18.734,13839.067,0.027,0.147,0.827
REPAS,0.276,0.4,0.0,0.166,161.695,13671.0,0.04,0.413,0.547
SICHT,0.591,0.554,0.0,0.324,272.801,14487.2,0.12,0.24,0.64
MOBES,0.437,0.25,0.0,0.371,21.146,13519.6,0.04,0.227,0.733
CEORL,0.465,0.494,0.0,0.43,191.896,13712.0,0.053,0.293,0.653
TORTE,0.419,0.355,1.0,0.026,414.606,13876.067,0.173,0.187,0.64
SNARL,0.364,0.482,0.0,0.942,187.553,13975.467,0.12,0.28,0.6
MIGHT,0.768,0.646,0.0,0.712,129.498,14382.667,0.093,0.173,0.733
GENAS,0.336,0.312,0.0,0.666,58.385,14120.4,0.013,0.4,0.587
WASHY,0.58,0.566,0.0,0.709,30.881,13568.2,0.053,0.213,0.733
ETATS,0.267,0.459,1.0,0.1,1223.845,13648.467,0.107,0.333,0.56
BOINK,0.691,0.445,0.0,0.655,220.357,14002.067,0.133,0.053,0.813
PEROG,0.523,0.456,0.0,0.236,97.878,14050.467,0.053,0.253,0.693
CODEN,0.542,0.407,0.0,0.146,142.2,13823.467,0.08,0.213,0.707
CROWN,0.687,0.606,0.0,0.705,572.636,13772.733,0.067,0.173,0.76
MOITY,0.643,0.383,0.0,0.573,160.25,14278.267,0.107,0.147,0.747
HELOS,0.386,0.391,0.0,0.167,59.761,13999.4,0.027,0.293,0.68
MURKY,0.774,0.471,0.0,0.93,31.627,13565.8,0.027,0.12,0.853
GAITT,0.553,0.428,1.0,0.425,263.543,14034.133,0.173,0.173,0.653
DANCE,0.477,0.433,0.0,0.166,447.877,13995.133,0.173,0.213,0.613
GRAIL,0.517,0.534,0.0,0.421,129.114,14215.333,0.12,0.253,0.627
DEADS,0.332,0.33,1.0,0.294,95.972,13552.933,0.093,0.267,0.64
MIVVY,0.888,0.642,1.0,0.997,19.193,13532.133,0.013,0.093,0.893
FUGIO,0.726,0.652,0.0,0.781,583.985,13667.267,0.067,0.12,0.813
URSID,0.51,0.686,0.0,0.295,328.001,14020.733,0.053,0.253,0.693
BURIN,0.668,0.469,0.0,0.149,76.714,14305.2,0.053,0.213,0.733
MIMSY,0.615,0.565,1.0,0.826,117.798,13848.8,0.067,0.12,0.813
LOTUS,0.481,0.399,0.0,0.381,144.628,13900.667,0.027,0.267,0.707
FRONS,0.513,0.415,0.0,0.171,96.852,14141.4,0.093,0.187,0.72
DURST,0.532,0.53,0.0,0.284,201.055,14337.867,0.133,0.2,0.667
DEVIS,0.489,0.45,0.0,0.285,52.38,13629.267,0.04,0.267,0.693
PARAE,0.282,0.283,1.0,0.601,131.75,13658.6,0.16,0.213,0.627
MANDS,0.476,0.279,0.0,0.107,29.083,13667.067,0.04,0.267,0.693
SARIN,0.344,0.292,0.0,0.027,202.628,14261.733,0.107,0.333,0.56
ETHIC,0.587,0.83,0.0,0.048,482.662,14548.0,0.027,0.373,0.6
WHIRS,0.595,0.468,0.0,0.488,97.529,14320.067,0.067,0.227,0.707
BRIBE,0.571,0.53,1.0,0.669,110.051,14043.667,0.2,0.107,0.693
RORTY,0.554,0.375,1.0,0.189,110.497,14123.467,0.093,0.16,0.747
NYMPH,0.823,0.781,0.0,0.911,1035.334,13948.2,0.08,0.067,0.853
BILLY,0.707,0.48,1.0,0.536,36.387,13817.8,0.04,0.107,0.853
GIGHE,0.661,0.634,1.0,0.47,235.016,14246.533,0.133,0.133,0.733
KALIF,0.637,0.52,0.0,0.593,56.086,13734.4,0.067,0.2,0.733
BREDS,0.443,0.415,0.0,0.328,64.86,13612.4,0.053,0.28,0.667
CUTEY,0.622,0.404,0.0,0.545,155.215,14122.533,0.053,0.267,0.68
MINCY,0.75,0.497,0.0,0.466,95.959,14094.8,0.04,0.173,0.787
MODOC,0.652,0.566,1.0,0.638,40.845,13696.6,0.04,0.093,0.867
ALLIN,0.494,0.585,1.0,0.027,84.907,14149.933,0.08,0.227,0.693
YESES,0.179,0.348,1.0,0.111,14.167,13079.4,0.027,0.187,0.787
DWALM,0.674,0.619,0.0,0.821,50.091,13785.0,0.08,0.133,0.787
BALMS,0.496,0.303,0.0,0.773,70.656,13236.533,0.067,0.213,0.72
YUCCA,0.682,0.729,1.0,0.927,68.119,13538.067,0.04,0.187,0.773
CYDER,0.594,0.559,0.0,0.68,130.48,13767.533,0.067,0.24,0.693
LOPED,0.525,0.443,0.0,0.305,35.783,13744.4,0.04,0.213,0.747
KAGUS,0.546,0.447,0.0,0.825,22.717,13572.533,0.053,0.213,0.733
SMEEK,0.365,0.425,1.0,0.757,24.795,13115.8,0.053,0.16,0.787
YLEMS,0.466,0.537,0.0,0.722,54.978,13341.867,0.027,0.24,0.733
PEAGS,0.371,0.287,0.0,0.539,96.585,14220.6,0.093,0.293,0.613
COMPS,0.592,0.382,0.0,0.55,53.982,13689.4,0.08,0.133,0.787
NOBLY,0.689,0.569,0.0,0.666,55.34,13720.867,0.04,0.12,0.84
COCOA,0.511,0.529,1.0,0.437,39.364,13338.333,0.053,0.173,0.773
PEDON,0.535,0.564,0.0,0.155,137.931,13695.4,0.04,0.227,0.733
HITHE,0.595,0.607,1.0,0.007,133.908,14441.867,0.12,0.227,0.653
ETROG,0.48,0.671,0.0,0.362,322.436,13961.267,0.04,0.347,0.613
DUMPS,0.652,0.489,0.0,0.859,45.721,13599.533,0.053,0.12,0.827
MAGIC,0.645,0.534,0.0,0.395,79.881,14188.733,0.067,0.24,0.693
BENDY,0.649,0.464,0.0,0.377,31.644,13846.4,0.027,0.2,0.773
SEELY,0.297,0.377,1.0,0.275,60.596,13334.267,0.053,0.2,0.747
SPAWN,0.529,0.542,0.0,0.852,85.803,13800.8,0.107,0.187,0.707
OXIDS,0.58,0.539,0.0,0.957,136.944,13497.667,0.053,0.173,0.773
HAKUS,0.542,0.449,0.0,0.875,34.947,13641.2,0.04,0.24,0.72
GRADS,0.453,0.398,0.0,0.515,86.73,13867.6,0.107,0.253,0.64
ABACS,0.389,0.452,1.0,0.748,124.633,13488.267,0.12,0.16,0.72
FOCUS,0.615,0.436,0.0,0.562,28.939,13862.0,0.04,0.173,0.787
HIDES,0.449,0.349,0.0,0.146,61.961,14142.467,0.04,0.307,0.653
HAYED,0.522,0.46,0.0,0.454,41.995,14226.533,0.053,0.28,0.667
STONY,0.508,0.479,0.0,0.111,125.805,14162.8,0.093,0.2,0.707
SLIMS,0.404,0.336,1.0,0.726,70.407,13989.267,0.12,0.093,0.787
TONKA,0.536,0.465,0.0,0.564,62.962,14115.267,0.04,0.293,0.667
IDENT,0.52,0.718,0.0,0.095,408.887,14336.8,0.093,0.293,0.613
TANSU,0.426,0.48,0.0,0.151,107.951,14445.733,0.093,0.307,0.6
WHIRR,0.682,0.634,1.0,0.667,78.623,14290.4,0.067,0.147,0.787
GLIKE,0.605,0.564,0.0,0.854,87.193,14072.467,0.173,0.093,0.733
VOTES,0.429,0.279,0.0,0.286,42.095,13665.067,0.04,0.307,0.653
SIGRI,0.49,0.537,1.0,0.401,101.247,13913.867,0.08,0.2,0.72
CADES,0.348,0.216,0.0,0.114,134.915,13560.867,0.093,0.32,0.587
LAYED,0.462,0.449,0.0,0.476,59.536,13851.0,0.053,0.28,0.667
SNAIL,0.375,0.463,0.0,0.931,118.729,14368.733,0.12,0.267,0.613
FYKES,0.574,0.452,0.0,0.953,23.037,13439.267,0.04,0.187,0.773
OUSIA,0.346,0.643,0.0,0.241,1026.925,13816.8,0.027,0.333,0.64
NEVUS,0.513,0.526,0.0,0.89,23.365,13809.467,0.027,0.253,0.72
WINGS,0.641,0.427,0.0,0.281,38.617,13774.933,0.013,0.227,0.76
TOILE,0.427,0.395,0.0,0.323,282.971,14289.6,0.187,0.2,0.613
JUNTA,0.66,0.585,0.0,0.452,56.108,14295.467,0.04,0.28,0.68
CHAIR,0.564,0.522,0.0,0.371,215.151,14477.133,0.107,0.293,0.6
REGIA,0.393,0.58,0.0,0.45,549.11,14028.6,0.067,0.387,0.547
LAVVY,0.75,0.6,1.0,0.996,20.433,13106.067,0.04,0.147,0.813
FATTY,0.64,0.463,1.0,0.459,58.689,13752.133,0.08,0.187,0.733
BIPPY,0.797,0.591,1.0,0.938,37.036,13822.667,0.04,0.093,0.867
HOODY,0.661,0.48,1.0,0.749,27.048,13848.6,0.027,0.093,0.88
BUNCO,0.723,0.555,0.0,0.419,89.985,13986.667,0.067,0.12,0.813
